MARKET_ID_BLINDED,PRODUCT_ID_BLINDED,COEFF_INTERCEPT_STD,COEFF_UNIT_PRICE_STD,COEFF_NUMBER_OF_STORES_SELLING_STD,P_VALUE_INTERCEPT,P_VALUE_UNIT_PRICE_STD,P_VALUE_NUMBER_OF_STORES_SELLING_STD,R2_TRAIN,R2_TEST,STD_UNIT_PRICE_ORIGINAL,STD_NUMBER_OF_STORES_SELLING_ORIGINAL,STD_ADJUSTED_PHYSICAL_VOL,MEAN_UNIT_PRICE_ORIGINAL,MEAN_NUMBER_OF_STORES_SELLING_ORIGINAL,MEAN_ADJUSTED_PHYSICAL_VOL
M00182,P167417701733,156.30968561498827,-21.404724620654854,26.38938865895672,4.131624727237974e-51,5.8136236596537215e-08,1.7538963539457746e-10,0.5730968445127109,0.532262133255521,1.906569606846138,21.1857187375652,43.41676935813554,22.765664985616418,245.87408695652172,156.3096856149883
M00077,P008441003767,58.681640655507465,-3.8937086531463727,11.883037027073263,8.528366728268209e-44,0.049508266246718016,6.050305027809283e-08,0.509356054904025,0.47539388499618696,1.115905527205606,3.6006253978466805,19.83928189531828,18.986069924934156,37.81159420289855,58.681640655507465
M00211,P007161407533,215.3148461478575,-66.52262491287638,11.595971410116718,1.1821358209160542e-48,2.537556233147713e-18,0.039561560433982686,0.7340338053787726,-1.9693840178464987,3.755267037672351,14.764753009432006,82.80152750328563,46.952584894501456,264.6245942028987,215.31484614785748
M00045,P106416761799,27.194956121671233,-1.3618438828018076,12.448789352696313,3.44498252078744e-54,0.022854958423882594,4.963484690191207e-31,0.8857612687707928,0.8909873328526985,1.2069075271038796,16.2105723436695,12.700507272954077,15.117329544051145,37.161764705882355,27.194956121671233
M00182,P070416491782,150.6141767571011,-29.03686605215846,6.782128801409648,7.604598718100996e-62,8.322017671895587e-19,0.005315776715846242,0.737641089455394,0.7033261684832379,3.7019180032915013,16.89174028465245,36.38478251296333,33.116213642379165,294.955507246377,150.61417675710106
M00077,P013092541050,1.1737917710489212,0.2701389701146639,0.2063210353555694,3.321973776667267e-29,1.582487260824767e-05,0.0006724461125223468,0.326766252333056,0.17800613566859425,2.2895155706983865,1.079598480833774,0.5307638446790949,51.106503213740346,2.0952380952380953,1.1737917710489216
M00182,P000088962278,529.6335525611173,-77.43626804549207,34.13865957713624,5.474293647896633e-55,1.2155019425915665e-09,0.0027059283866825417,0.5617562011453545,0.4701146163531982,0.7038580699327428,18.266803156389884,126.3385913114496,23.58992635023719,226.68115942028984,529.6335525611173
M00418,P001303689378,1310.2120418353995,-1.4995069814990458,19.99818020276699,3.247198698671959e-73,0.9133974232971813,0.15014128993324255,0.03188547670598951,0.057665481379416295,2.5099650055206877,12.11797903616874,110.36401602225011,53.66120405155069,502.1068550724639,1310.2120418353995
M00182,P012589031327,154.23029325050607,-6.893979116189008,8.529395862627846,8.182009175067327e-57,0.026015378366538715,0.006378385106791607,0.12797160473399594,0.03596747094595154,2.2934157369166135,22.55716891130191,24.435839924683503,60.309185059934215,378.85452173913035,154.2302932505061
M00077,P000583458762,24.50863686024643,0.8291990406434895,25.857046321408745,3.915569911650923e-28,0.5393090033374086,2.3076700508888152e-27,0.8777451757684586,0.8817512217894181,1.7631878048339904,15.56107773702119,27.256220545875575,16.83585890205835,15.412698412698413,24.508636860246437
M01120,P015907511201,1025.1419059916088,-37.247494165562905,338.6210418080264,1.2726690248502033e-56,0.07157086213490589,2.56136839148954e-25,0.8202440522531982,0.5071926402668443,1.5409565268579308,63.76094248249337,360.1929945171006,12.829094335843715,279.20234782608696,1025.1419059916088
M00045,P001422631915,11.855244580199823,-0.431792329270063,0.9568863597456629,3.3516892319508986e-39,0.29671592641796785,0.022821949855533766,0.09359251590772966,-0.00012006524604757374,2.977468493321411,4.826065195581353,3.4982102666015753,56.57987808580882,42.88405797101449,11.85524458019982
M01120,P065216021260,600.4930408561872,-60.70674527268919,61.98622803556429,9.698716421535684e-50,6.3121942696611e-05,4.59361237887116e-05,0.392202590933989,0.266276092417271,1.5031045086066703,20.60277023876758,146.8721364775133,40.98661668227872,288.9282318840581,600.493040856187
M01120,P000182686195,7.204711936084237,-0.7214611449368489,1.4079942029343793,2.2957603839998098e-30,0.08413952487300967,0.0011124437984009197,0.16843923831592789,-0.08314685392297805,3.185862649257993,1.4226791620667607,2.7295867292176244,82.13265905920782,16.24733870967742,7.20471193608424
M00045,P000163392406,6.65625664901502,-1.060850626345987,2.5949054883548213,2.397339984206126e-49,1.0296769708424693e-07,2.3002841594019724e-22,0.861905286694346,0.734182933054239,2.311247155543681,6.812395882518531,3.4643634118053646,15.829571114300263,14.710144927536232,6.656256649015021
M00077,P000529164597,87.10496770833272,-11.749221655933859,7.554074993317454,6.10013258572948e-35,0.0014848436845684785,0.036706945876848744,0.19077385288857818,0.19611085640330805,1.4668828082191248,1.6689964812300615,31.99401100244992,15.989189203930717,35.3768115942029,87.1049677083327
M00211,P000212192574,72.6739531021942,-4.7842382537492,18.123062555093842,5.0999193177300375e-49,0.008532236151894449,2.551943730131508e-15,0.64826552707498,0.7012779870596841,4.160129557469286,31.77774099735836,23.983114050015303,70.7769628082291,191.33105797101447,72.67395310219419
M00418,P014842881625,269.17433114343834,-1.3290527417874642,64.77581131063371,1.01588866562901e-64,0.7260238442946829,5.162009255150019e-26,0.8214167253590794,0.8637395303760678,2.7098599934419143,47.94107119164433,71.19865600981062,52.771567330722995,388.4794637681159,269.1743311434382
M00077,P013831780553,172.54885495889891,3.2230335405782995,21.39580704489084,4.679358226248552e-50,0.4252742950041829,1.300287570483782e-06,0.30158517039033816,0.5618983115658884,1.6181337157975622,2.8213635741533456,38.922484749889314,22.08324649392454,43.507246376811594,172.54885495889891
M01120,P000825392813,3357.9957765546924,-663.4888179586397,36.710201829959885,3.4022721262484492e-53,5.348895635296978e-14,0.6003500971023218,0.578361259844767,0.6172874733512519,1.810762512337242,23.322678974702416,870.7907026480212,23.391522373429716,411.9996086956522,3357.9957765546937
M00418,P016331407473,2149.356800694129,-192.56464941152797,217.34077317988613,2.3189052922368737e-63,2.928137627069476e-07,1.5599621266497274e-08,0.44764292293421226,0.41319355757965315,1.4908940204051073,21.991420439490486,339.16058024655626,14.469974306209508,461.14326086956515,2149.356800694129
M00182,P015907511201,798.391855126317,-1.3223541273052817,76.0931119238582,2.4992504157793215e-54,0.9446506589022299,0.00015705452976248012,0.25428093372094485,0.4824769758105507,1.2892236375167019,27.993082800166988,149.48249790770012,12.881588615921359,256.2423333333333,798.3918551263171
M00207,P000152412032,58.8345243917288,2.2936762289418526,15.318096577068495,1.2411916427634813e-43,0.19579677470300116,1.3263041110307058e-12,0.5360685516135049,0.5294400763343028,4.348831475085149,22.64782170155105,20.57873645869981,48.06585290000103,154.81302898550723,58.834524391728785
M01120,P001001351469,457.4169069350369,-40.82416834876909,18.445169782304085,3.834640718898167e-65,1.0222658409737863e-08,0.004287386360070195,0.4215630589857896,0.32025347799373527,3.3216186243227344,19.47817636947898,66.22989615037467,30.68783345495682,361.06943478260894,457.416906935037
M00045,P011641151483,39.8792857674937,0.2143404297542718,4.161485294563718,5.379507077117836e-65,0.6945122481185966,1.08132498818259e-10,0.4712112218505006,-0.44005131388287033,1.7915250794860726,14.174283507798986,6.070583258517277,52.227250725515745,154.42028985507247,39.879285767493705
M00182,P040616751570,422.0201738517645,-31.63164722624534,78.74146749841609,3.233079408719319e-55,0.00024126180401185944,2.898204678119875e-14,0.6301982836390854,0.43789425411907124,0.6702800809191501,34.41635081016008,108.69696822519208,10.917364618936524,228.29644927536228,422.02017385176435
M00211,P012589031327,150.68635445674096,-6.109279347251045,13.866948066079427,4.359562841846185e-55,0.05025004576899603,2.5670261170886485e-05,0.24063335929872798,0.38355718683470597,2.5477342262889597,15.898391381112626,27.21019597648919,59.19682763264014,287.82101449275365,150.68635445674093
M00045,P010941143548,2.5279814530016944,0.14237342253808993,2.987466995000279,1.9902215001414196e-57,0.005928365623211433,3.7565667473816523e-59,0.9846224623456329,0.9665305091314216,5.308049380311425,29.952668676573065,2.9509016318349053,63.13335416283471,27.6231884057971,2.5279814530016935
M00182,P001284663596,84.29314677110216,-1.114028193087809,38.188971957848025,1.3482454832307015e-49,0.655186472736514,1.6739755503831948e-23,0.852658787360419,0.8202833929879558,2.773575142796782,51.272894068909736,42.09073518321994,22.551106688482744,144.13882608695647,84.29314677110219
M00207,P015401538816,3417.757192429881,-698.8909936378818,157.63039621986104,1.090195458454817e-47,4.038996407443777e-08,0.16617048844713686,0.4302007426094463,0.5025492425162384,1.915328764873561,16.87742603215016,929.9574932747577,14.026176058815988,566.4330869565216,3417.75719242988
M01120,P000251731661,41.37805673065618,-1.1685390549761525,5.952525879860339,1.5903840275093391e-53,0.1890713978478505,4.320399659541359e-09,0.4105743248041076,0.30039773381500834,1.7951642445127531,8.830571669447103,8.968448379021691,17.515246797858914,73.18840579710145,41.37805673065617
M00211,P000058340661,180.61763790799773,-11.795093197605397,19.44194987264516,5.859726263290702e-62,0.00013344874318013764,5.770384714040301e-09,0.4235379204595163,0.39740296891354787,2.623023782334483,18.18747655369772,29.31809349703444,59.67591879336535,291.1920000000002,180.61763790799787
M00418,P155716921444,321.6172455303267,-57.41737374872914,129.79420675546845,1.509137188791138e-52,6.2108221073898e-12,2.6326143784413905e-28,0.8773346529619298,0.8034948852200698,1.2143929560215725,75.68546329527857,158.25771064577876,17.05335797691906,188.2125072463768,321.6172455303268
M01120,P016629651440,2816.369340638744,-520.0674068423768,217.93107767844833,9.868684511317198e-55,8.34786502699006e-14,0.0001984997395170217,0.6048272968777753,0.686502833978853,1.4296837069530746,39.372451064732815,713.9839220507117,10.108011988936813,360.07089855072473,2816.369340638744
M00211,P158710401566,858.945152755159,-162.24225429123777,86.90707822216454,1.2206754075806573e-48,9.340518684337619e-11,0.00010731004749136522,0.5165288453371757,0.6042585112679912,3.47099193576156,6.199720539873291,245.11902801931151,48.45089541846285,340.3267391304347,858.9451527551595
M00211,P000246687799,506.17898637282997,-26.741919038532316,18.264974919843667,9.589568455676557e-61,0.001574190040766384,0.027646218279503584,0.17515173412906915,0.2881700077284475,0.9003440308339946,13.420158476162264,71.70643720687168,16.451180656942277,264.41184057971,506.1789863728299
M00418,P005416551691,197.77951848893872,-21.265661640961383,18.966206301209837,4.152368959229777e-43,0.0006300651626469191,0.0021022494175484924,0.27146171060564894,0.4560999906319819,2.5628042309528407,24.141511477502807,56.28174087730792,22.120443706516326,303.6930434782608,197.77951848893872
M00182,P001639001636,1659.089825468705,-252.51847731734816,116.13120518502038,1.1911316820646664e-56,9.32073562716392e-12,0.00032251937012548463,0.5795452727973527,0.3331099757335897,1.2667666663873345,27.649900352558348,380.7658437349241,10.44406526072149,359.3820289855073,1659.0898254687045
M00207,P006284921195,580.0972577510033,-135.73332717808836,250.3370247769197,1.7366572165272055e-32,2.1452974800472024e-06,5.450992831964915e-14,0.7142578007583882,0.6660075192108412,2.176363954972096,92.6372684047729,372.43776552599877,12.816835318992613,223.3150454545455,580.0972577510032
M01120,P003281093665,941.1739125858603,-69.81284008888491,137.36468918131936,7.23740717144359e-46,0.024840522060961413,2.6468129331003567e-05,0.23665139095094934,0.40663661912224425,1.6021279629755694,36.1994680264681,236.44210415680945,12.820655573048493,274.2951449275364,941.1739125858604
M00211,P015597211499,304.7727385010691,-32.409068469418955,180.31002181614778,8.789853165434447e-28,0.10756341986285343,6.991557580550313e-13,0.7380973174004009,0.7587082420398298,2.302632421425069,77.09018311958035,235.19115969104317,10.878883820044669,133.182380952381,304.7727385010691
M00182,P111716121631,1248.3036546507537,-178.05499287041414,53.094736637573675,5.169464153843818e-57,8.454645592266149e-11,0.02452585733411742,0.5332733658885822,0.4570740374275407,0.9170137639973255,20.158207129470817,268.4267132672976,17.18541473082347,444.5171449275364,1248.3036546507544
M00077,P012511500276,25.701202688320212,-3.2098444735354166,3.214672791623193,2.0201007645027129e-56,5.558219606567462e-08,5.356871174734893e-08,0.663840292745477,0.45497968079003315,3.5412585414732227,3.126675144385345,6.650904714679268,28.458861207606205,41.14492753623188,25.70120268832021
M00182,P000065871743,63.899827539025274,-6.366741105206419,9.068811145454761,4.28567040156147e-56,1.2928522892604126e-05,5.156517871778504e-09,0.4225625194692827,0.5641029720709108,3.5123940309033466,33.93287400114107,12.764608915366901,50.11233974591847,226.84439130434777,63.89982753902526
M01120,P175918231397,44.54334691356421,-4.3671900582022785,14.073667173804596,8.555946214726508e-50,0.0006749735681220782,2.0553454009741694e-17,0.7965707188410794,0.8197295136414631,5.392126991070672,30.096557273133786,18.79457661266957,46.485613787661684,120.83743478260868,44.54334691356421
M00211,P001358295363,816.3013163430641,-22.123378823803513,62.12425302535902,1.3836367345871207e-51,0.23414761415826013,0.0012526011195393705,0.19028493212820352,0.2449170836895591,1.6116544182587533,15.192739301000953,161.8425345988269,24.611317101881944,296.2702608695651,816.301316343064
M00182,P017501305634,109.74545013465523,-22.69564234860499,8.242456677519442,3.6850147903214965e-63,9.044906526526433e-22,2.414211939987397e-06,0.7792410790304317,0.8103519253782314,3.8815364394313105,20.342723065266973,27.588216043446437,33.060381551684976,259.814,109.74545013465519
M01120,P000805721759,10.36627070405633,0.973423082151057,2.6445104502475156,2.7065024644258795e-37,0.01406148092473308,2.947080991492631e-09,0.43868233819459157,0.6461569046198516,2.1158774127569098,6.795433621559406,4.1775846717506715,47.82376801552688,41.57749275362319,10.36627070405633
M00418,P015597211499,398.58277892420693,-68.12809381234389,206.93973460310377,8.203134903298206e-36,1.9963426304730134e-06,3.3892302132976447e-22,0.8444241768426242,0.8016715851016797,1.0744096138328452,103.49196536140875,235.4928652496516,10.308768772750074,228.18633928571413,398.58277892420693
M00182,P008441003767,148.76247174291308,-31.990752157418207,28.695578462442676,5.360127711725095e-52,2.9668551671685984e-14,1.7142646335348716e-12,0.7691528514434078,0.7251479003204329,2.9582926159767124,28.33479321368885,54.426019449070196,20.5216209654629,130.2178260869565,148.7624717429131
M01120,P011154661452,218.74675594592668,-76.33367762321762,-0.4177150011249964,1.8802083354406752e-47,6.2368778188881055e-21,0.9405724777476587,0.7393313751814695,0.7578019290545389,4.533162671549307,15.710367054983488,88.75988450175818,32.965252363129906,363.05579710144923,218.74675594592674
M00182,P005416551691,135.48329984900738,-14.545921373633997,32.88961251810961,8.713260784363019e-55,7.008891726312697e-06,1.242948207872919e-16,0.7883235917928857,0.6913240406891459,1.97955624027945,46.58055996192756,46.838394640105086,22.72046952577657,265.7117391304348,135.48329984900732
M00207,P174813311645,421.768026766247,-38.76233912326106,13.826221257779615,9.4888077746055e-74,2.033271489791965e-11,0.005411787365612775,0.5009961942554073,0.35717469905342847,4.059805343066413,34.65275948758772,48.56482403082477,47.99981362998277,492.6455217391303,421.76802676624703
M00182,P001358295363,555.6543180802394,-7.224676764699559,5.706641036111524,2.8918006311314094e-58,0.46852240550306057,0.5666415834981053,0.010495291570342569,-0.07253192849099399,1.6963159908681957,15.592107146616891,78.48249012017824,25.951130183203205,304.8862173913043,555.6543180802395
M01120,P007574941768,2853.283665684576,-697.1672202195537,295.22826672372145,2.9564513529462207e-46,5.618709940094545e-09,0.00607142338578297,0.4335744377730171,0.40808409469306806,2.0292127963598796,11.399078598131013,820.395577841016,14.408264592147944,402.33679710144946,2853.283665684577
M00211,P000705718195,190.07441739146702,-8.918844113931083,79.2204486125338,1.0762560607749305e-59,0.04790487196195885,4.972187056052135e-27,0.8926009822376337,0.8837108704262363,1.2579309976522233,21.453092445395825,77.4541661699537,17.667664099615127,41.68908695652174,190.0744173914671
M00182,P000711139137,148.29232430539508,-5.071477854644426,16.3606894634067,1.3880466709720785e-40,0.3630565875259951,0.004334866872466793,0.1922509378593752,0.25638400307735154,2.138089473115603,26.82598601777923,44.01281959002859,21.361690597901312,264.24199999999996,148.29232430539506
M01120,P009391211121,654.6392924278887,-40.8121360317933,155.4168356691544,1.472824040760463e-48,0.03455676107626659,1.075913791733048e-11,0.5294401354203326,0.47510404686303753,1.6754798166825584,43.99760269053506,189.92195375170292,12.708505608720102,199.90808695652177,654.6392924278888
M00418,P181710721570,199.42891253642682,-2.6991895739891127,25.225286000918942,7.705104755949061e-55,0.5485409994934446,3.903983395285681e-07,0.36518715727240625,0.26677136158312353,2.749488032988418,28.298506091129756,39.73639703502567,50.45899093539556,398.6782318840579,199.42891253642688
M00207,P001645125473,3083.0984279461236,-630.7455600946998,401.336319623294,1.4896100495893405e-49,6.589458171187091e-14,6.270477257850971e-08,0.718779998336252,0.6401129658216647,1.4694402031267837,77.87309766167026,939.0014471443,9.63752432636898,395.79619047619036,3083.0984279461254
M01120,P011981316285,0.6904181136025048,-0.0012031489440267312,0.7376674183059518,1.8463707972760524e-09,0.9906755160566816,8.509602323520328e-10,0.4667404889252885,0.35118525045624194,2.9396645941479767,6.185476391463453,1.0802341448132804,31.42120792098022,5.463746268656717,0.6904181136025048
M00077,P000467520621,112.76906996544443,30.991500551573075,42.52669545151278,2.5819173670973926e-26,0.00015128706685705535,6.183735950291684e-07,0.6010528474277943,0.5168279596944516,1.1557577063673223,6.522995048153543,83.49230130923107,9.695062665447633,19.82608695652174,112.76906996544442
M01519,P002311681710,1.3888141340235796,-0.06476327815274602,0.11009069671113497,7.40970628307837e-47,0.10337371065034845,0.006558476172075619,0.20141504364213825,0.21900538334683173,2.4574121134880933,0.5971999355952612,0.3290159630195471,49.376875759356054,3.6956521739130435,1.3888141340235798
M00211,P000112244144,623.0392719160723,-74.21083347073439,15.606061718961243,4.170262524715697e-59,1.1861496568280142e-09,0.14149998273172507,0.4508275998760446,0.42477432919499947,0.9517238023466889,11.259735294524093,114.6449881080353,16.40993103523161,305.3268985507245,623.0392719160724
M00077,P000463436313,18.194208402161898,-1.0778308615822683,5.282789390304714,4.3924508909643026e-42,0.061223532551383415,1.2714739219203135e-13,0.6076270211773738,0.5119243179897282,1.7799928272941619,5.894839688074386,7.160053543395778,15.702666186061492,24.529411764705884,18.1942084021619
M01120,P000065871743,75.9830525123474,-3.6064728321768813,0.8901448776831389,9.785150231612146e-62,0.004288227248346985,0.4678471122663592,0.11744419245043247,0.12206373031030238,3.8744896788281427,19.65061725126739,10.04688808663127,49.022006867709635,271.6858550724638,75.98305251234737
M00418,P017501305634,191.86569999961154,-29.66825387870543,18.04751978264278,1.0686271474664708e-54,5.2732517646760715e-11,1.0775200416580087e-05,0.5836529817591634,0.6855054473266389,3.435223140498293,19.41832287250483,47.445908293953245,32.985810195689695,396.3189130434783,191.86569999961156
M00207,P000830194985,132.71682045074428,1.7864493540645547,20.00378674553594,2.3896327734756527e-59,0.43173604946479494,7.774285758859629e-13,0.5650553269322618,-0.4156268130209737,3.1979096462601007,36.471223100207666,27.20647637644896,49.08073789946249,279.1553333333333,132.7168204507443
M01120,P016381583250,141.98369050201697,6.822574706660211,47.48523886408768,2.3641684529801585e-54,0.05297836280026599,5.4175405960762904e-21,0.7854841057473289,0.763437319334568,1.019069895022191,48.443791984030945,49.521701974968565,15.986966260384301,169.08034782608686,141.9836905020169
M00418,P000173819363,1062.696557072762,-21.785077777152893,22.741156992809263,1.2493559924226677e-67,0.14125650987869756,0.12488972969406194,0.04675986491044393,0.08570245933055076,2.5433727442628085,12.181902653010619,109.7950355347481,47.54929576189004,501.46488405797106,1062.6965570727616
M00182,P015241182282,143.51590335540777,-8.780044265584436,31.5366068977028,1.608017043173728e-47,0.08402679627344545,2.7741192845280666e-08,0.44060122973860827,0.36378577705158255,3.3126574145743466,10.51207982579138,39.653941613503605,54.111612189391494,140.09662318840583,143.5159033554078
